price,bedrooms_number,batchrooms_number,square_footage_home,square_footage_lot,floors_number,has_waterfront,has_been_viewed,condition_quality,housing_unity_grade,square_footage_except_basement,square_footage_only_basement,build_year,renovation_year,coordinate_latitude,coordinate_longitude,square_footage_home_old,square_footage_lot_old
814.95,4,3.5,3660,4903,2.0,0,0,3,9,2760,900,2014,0,200.7184,4.843999999999994,3630,4992
903.0,4,2.5,3700,63991,2.0,0,0,3,10,3700,0,1992,0,200.7319,4.948999999999998,3210,47215
260.0,3,1.0,1160,8636,1.0,0,0,3,6,1160,0,1923,0,200.5097,4.6429999999999865,1300,8636
637.5,4,1.5,2720,37258,2.0,0,0,3,10,2720,0,1994,0,200.7402,4.965000000000003,3270,39714
210.0,3,1.0,1010,8800,1.0,0,0,4,7,1010,0,1968,0,200.2761,4.792000000000002,1550,7700
340.0,3,1.5,2240,87625,1.5,0,0,2,7,1480,760,1980,0,200.3043,4.906000000000006,1920,110206
510.0,2,3.0,2770,10800,1.5,0,0,5,8,1910,860,1984,0,200.6082,4.942999999999998,2140,10800
646.0,4,3.25,2760,4104,2.0,0,0,3,8,1900,860,2014,0,200.5286,4.812999999999988,2760,5186
274.95,3,2.25,1660,7003,2.0,0,0,3,7,1660,0,1996,0,200.3599,4.812000000000012,1840,6680
485.0,5,2.5,2732,9500,1.0,0,2,4,8,1870,862,1975,0,200.3436,4.677000000000007,2720,10000
505.0,4,1.0,1160,20100,1.0,0,0,4,6,820,340,1913,0,200.5175,4.798999999999992,1670,10200
305.0,3,2.0,1480,6698,1.0,0,0,4,7,1080,400,1979,0,200.4614,4.832000000000008,1850,7348
291.8,3,2.5,1413,3600,2.0,0,0,3,8,1413,0,2011,0,200.4222,4.807000000000002,2150,3869
407.5,4,1.0,1270,3630,1.5,0,0,3,7,1270,0,1903,0,200.6135,4.692999999999998,1420,4848
525.0,4,2.25,1890,3006,2.0,0,0,3,7,1890,0,2003,0,200.5461,5.0020000000000095,1580,3000
1780.0,4,3.25,3730,7071,3.0,0,2,3,11,3730,0,1985,0,200.6292,4.644999999999996,3730,7680
725.0,4,1.75,2530,5000,1.5,0,2,5,8,2070,460,1917,0,200.6624,4.652000000000001,1950,3600
307.0,3,2.5,2140,9492,2.0,0,0,3,8,2140,0,1994,0,200.3289,4.7960000000000065,2180,9184
845.0,4,3.5,2840,40139,1.0,0,4,4,10,2840,0,1986,0,200.401,4.9739999999999895,3180,36852
325.0,5,2.5,3020,21441,1.0,0,0,4,8,1510,1510,1978,0,200.3392,4.869,1610,16445
839.95,5,2.75,3230,6500,2.0,0,0,3,9,3230,0,2014,0,200.6237,4.977000000000004,3180,7624
460.0,4,2.25,1740,8449,1.0,0,0,4,7,1170,570,1958,0,200.6079,4.8770000000000095,1980,11175
440.0,2,1.0,1060,3036,1.5,0,0,4,6,1060,0,1943,0,200.6578,4.676000000000002,1730,5535
895.0,3,3.25,4030,12765,2.0,0,0,4,9,2800,1230,1975,0,200.6331,4.834000000000003,2670,13447
425.0,3,2.25,2000,8030,1.0,0,0,4,8,1000,1000,1963,0,200.6188,4.88600000000001,2070,8250
601.0,2,1.0,1040,4880,1.0,0,0,3,7,1040,0,1910,1975,200.6809,4.688999999999994,1500,4590
750.0,3,1.0,1390,9112,1.0,0,0,4,7,1390,0,1951,0,200.6071,4.802999999999997,2290,9112
444.0,2,1.0,800,5100,1.0,0,0,3,7,800,0,1945,0,200.6775,4.612000000000009,1330,5100
683.7,3,1.75,1970,10548,1.0,0,0,4,8,1300,670,1973,0,200.6669,4.820999999999998,2500,8548
754.95,4,2.75,2910,18700,1.0,0,0,3,9,2210,700,1957,1995,200.7557,4.632000000000005,2420,26140
820.0,4,2.75,2620,4743,1.0,0,2,4,8,1310,1310,1949,0,200.6829,4.599999999999994,1900,4764
385.0,2,1.0,1120,7560,1.0,0,1,3,6,1120,0,1947,0,200.77,4.609999999999999,1120,7200
395.0,4,1.75,2330,8364,1.0,0,0,4,8,2330,0,1968,0,200.4568,4.853999999999999,2180,9630
912.687,4,2.5,3560,6786,2.0,0,0,3,9,2930,630,2014,0,200.5756,4.929000000000002,3560,5886
360.0,5,2.5,2540,5100,2.0,0,0,3,7,2540,0,2014,0,200.5123,4.6839999999999975,1400,9440
277.0,4,2.0,1870,6551,1.0,0,3,3,7,1870,0,2009,0,200.1934,5.022999999999996,2280,5331
775.0,3,3.25,3310,5000,2.0,0,0,3,9,3310,0,2006,0,200.5558,4.998999999999995,2670,4907
234.0,4,2.25,2010,7688,1.0,0,0,3,8,1170,840,1979,0,200.3086,4.603999999999999,1990,7688
305.0,4,2.25,1660,3200,2.0,0,0,3,7,1660,0,2011,0,200.3666,4.981000000000009,1960,3558
490.0,3,1.0,1260,3230,1.5,0,0,3,7,1260,0,1907,0,200.644,4.631,1700,3500
455.0,3,2.0,2290,16258,1.0,0,0,5,8,2290,0,1960,0,200.4672,4.834999999999994,1660,10530
354.95,1,1.0,1230,9300,1.5,0,0,4,6,1230,0,1918,0,200.7055,4.652000000000001,1190,6820
304.9,3,2.5,1210,2046,2.0,0,0,3,9,920,290,2008,0,200.5212,4.6429999999999865,1070,651
436.0,3,2.5,2440,71002,1.0,0,0,4,9,2440,0,1996,0,200.2689,4.989999999999995,3170,84000
294.95,3,2.25,1740,9370,1.0,0,0,3,7,1390,350,1992,0,200.391,4.6839999999999975,1740,7555
645.0,3,2.5,2390,8315,2.0,0,0,4,9,2390,0,1990,0,200.6271,4.972000000000008,2370,7816
244.8,2,1.75,1290,1493,2.0,0,0,3,8,1290,0,2014,0,200.5171,4.653999999999996,1410,1875
364.95,3,2.0,1790,7212,1.0,0,0,4,8,1790,0,1998,0,200.3898,4.8460000000000045,2330,7212
315.0,4,2.5,2430,5499,2.0,0,0,3,8,2430,0,2002,0,200.3779,4.875,2890,5190
555.0,5,2.75,3000,9473,1.0,0,0,3,8,1500,1500,1966,0,200.6567,4.8700000000000045,2050,8820
305.0,3,2.5,1960,1477,2.0,0,0,3,7,1670,290,2012,0,200.4873,4.834000000000003,1980,1467
243.0,4,1.0,1400,7242,1.5,0,0,3,7,1400,0,1959,0,200.4339,4.709000000000003,1310,7314
405.0,3,2.5,2970,23100,1.0,0,0,3,7,1510,1460,1967,0,200.7735,4.867000000000004,2390,20300
2405.0,4,3.25,4140,20734,1.0,0,1,3,10,3300,840,1977,2005,200.6344,4.784999999999997,4020,20008
683.0,3,2.25,2730,10675,2.0,0,0,3,9,2730,0,1990,0,200.6289,4.957999999999998,2770,10570
480.0,4,2.25,1970,7532,1.0,0,0,3,8,1390,580,1983,0,200.7219,4.8910000000000045,1970,8248
484.2,3,2.0,1510,3750,1.5,0,0,4,7,1510,0,1928,0,200.5737,4.617000000000004,1500,5000
555.285,2,1.75,1680,4500,1.0,0,0,3,8,1680,0,2004,0,200.7132,4.967999999999988,1670,4500
415.0,3,1.75,1530,26642,1.0,0,0,3,7,1180,350,1988,0,200.7422,4.9029999999999925,1550,13566
1115.0,5,3.5,7350,12231,2.0,0,4,3,11,4750,2600,2001,0,200.5373,5.135000000000005,5380,12587
430.0,3,1.0,1180,8400,1.0,0,0,3,7,1180,0,1951,0,200.7028,4.704999999999998,1740,7020
1005.0,5,4.5,2120,8944,2.0,1,4,5,8,2120,0,1939,1963,200.5488,4.802999999999997,2870,8944
480.0,4,3.0,2400,5400,2.0,0,2,4,7,1600,800,1965,0,200.5099,4.739999999999995,2400,5400
213.4,2,2.5,1570,1268,3.0,0,0,3,7,1570,0,2007,0,200.534,4.635000000000005,1570,1300
268.0,3,1.75,1580,9187,1.0,0,0,3,8,1180,400,1993,0,200.3538,4.952999999999988,1620,6397
387.5,3,1.75,1040,9000,1.0,0,0,4,7,1040,0,1967,0,200.5253,4.957000000000008,1750,10878
1329.05,3,3.25,3440,4080,2.0,0,0,3,9,2560,880,2005,0,200.6644,4.719999999999999,3110,4080
580.0,3,2.0,1800,5000,2.0,0,0,5,7,1600,200,1925,0,200.5447,4.611000000000004,1640,5000
480.0,3,1.75,2490,7210,1.0,0,0,3,7,1290,1200,1972,0,200.726,4.802000000000007,1610,7210
473.0,2,1.0,1160,6000,1.0,0,0,4,7,860,300,1942,0,200.69,4.707999999999998,1330,6000
612.0,3,2.0,2060,4080,1.0,0,0,5,7,1060,1000,1921,0,200.574,4.7109999999999985,1400,4080
313.0,4,2.5,2020,7277,2.0,0,0,3,8,2020,0,1993,0,200.4318,4.810000000000001,2820,7284
575.0,4,3.0,2710,217800,2.5,0,0,3,9,2710,0,2006,0,200.2411,5.067999999999998,2710,217800
1277.0,4,2.75,3200,13729,2.0,0,0,3,11,3200,0,1984,0,200.6402,4.8289999999999935,4050,16921
320.0,3,2.5,1570,2865,2.0,0,0,3,7,1570,0,2003,0,200.5412,4.712000000000003,1610,2582
308.0,4,2.5,2100,6783,2.0,0,0,3,8,2100,0,2003,0,200.3504,4.858999999999996,2100,6192
1205.0,2,2.25,2160,17861,2.0,1,4,4,9,2160,0,1956,0,200.502,4.614999999999995,2660,18530
1285.0,4,3.5,4340,5500,2.0,0,0,3,10,2850,1490,2008,0,200.6427,4.602999999999994,1290,5500
580.0,2,1.0,1320,4750,1.5,0,0,4,7,1320,0,1928,0,200.6729,4.6200000000000045,1360,2873
2155.0,4,5.5,5060,10320,2.0,0,0,3,11,5060,0,2008,0,200.6245,4.790000000000006,3010,10080
830.0,4,2.5,3210,18901,2.0,0,0,3,10,3210,0,1993,0,200.709,4.927000000000007,3330,18901
463.0,3,1.0,1660,7500,1.0,0,0,4,7,1060,600,1940,0,200.7105,4.694000000000003,1450,7500
711.0,4,2.5,2510,5436,2.0,0,0,3,8,2510,0,2011,0,200.6894,4.983999999999996,2520,5436
1230.0,5,4.5,3732,4426,2.5,0,0,3,10,2932,800,2001,0,200.6189,4.712000000000003,2950,4000
1255.0,3,3.0,3760,8500,2.5,0,3,4,10,3060,700,1910,0,200.5815,4.602000000000004,2610,5500
756.75,2,2.0,1880,5400,1.5,0,0,3,8,1880,0,1902,0,200.6238,4.688999999999994,1590,5400
142.0,3,1.0,950,7620,1.0,0,0,3,6,950,0,1954,0,200.5178,4.653999999999996,1260,7620
390.195,1,1.0,710,6000,1.5,0,0,3,6,710,0,2015,0,200.5756,4.6839999999999975,1440,4800
476.75,5,3.5,3790,8200,1.0,0,1,3,8,2120,1670,2001,0,200.4891,4.810000000000001,1740,8676
357.5,4,2.0,1970,7451,1.0,0,0,3,8,1350,620,1962,0,200.765,4.665000000000006,1980,7510
1185.0,5,5.0,3960,94089,2.0,0,0,3,10,3960,0,1998,0,200.38,4.98899999999999,2240,64468
655.0,6,2.75,3610,10003,1.5,0,0,4,8,3610,0,1966,0,200.6261,4.875,2560,10004
831.0,3,1.5,1890,5000,1.5,0,0,3,9,1890,0,1929,0,200.6312,4.647000000000006,2560,5000
680.0,4,2.5,2810,11120,2.0,0,0,3,9,2810,0,1982,0,200.6337,4.956000000000003,3100,12672
180.0,2,1.0,660,5000,1.0,0,0,3,6,660,0,1915,0,200.5664,4.63600000000001,1000,5000
790.0,3,3.5,4500,21870,2.0,0,0,3,10,4500,0,2004,0,200.3043,4.841000000000008,4670,23058
284.95,3,1.5,1520,7200,1.0,0,0,4,7,1160,360,1990,0,200.3855,4.697999999999993,1460,7200
962.0,4,3.0,2370,3836,2.0,0,0,3,9,1750,620,1969,2008,200.6718,4.606000000000009,1690,4698
257.5,4,2.5,2600,11280,1.5,0,0,3,7,1570,1030,1961,0,200.336,4.695999999999998,1660,11200
605.0,2,1.0,1040,3600,1.0,0,0,4,7,1040,0,1919,1980,200.61900000000003,4.688999999999994,2250,4800
690.0,4,1.0,1550,15239,1.5,1,4,3,6,1370,180,1930,0,200.4502,4.622000000000014,1790,22047
525.0,3,1.75,2080,6609,1.0,0,0,3,7,1280,800,1950,0,200.6883,4.700000000000003,1680,6270
269.0,1,1.0,710,4725,1.0,0,0,3,6,710,0,1939,0,200.7328,4.659999999999997,900,5250
258.0,4,2.5,2230,4541,2.0,0,0,3,7,2230,0,2006,0,200.3848,4.900000000000006,2800,4860
244.0,4,2.0,1980,10585,1.5,0,0,2,6,1980,0,1924,0,200.4836,4.786000000000001,1360,7810
234.0,3,1.5,1200,5000,1.0,0,0,3,6,1200,0,1979,0,200.5122,4.6429999999999865,1440,2500
965.0,4,2.5,2820,5934,1.0,0,3,5,9,1770,1050,1952,0,200.5706,4.597000000000008,2230,6000
295.0,4,2.5,2000,13300,1.0,0,0,4,7,1200,800,1968,0,200.353,4.706000000000003,1800,9810
386.0,4,2.5,2130,6003,2.0,0,0,3,8,2130,0,2003,0,200.4518,4.8799999999999955,1940,4529
329.0,3,1.0,1160,7202,1.0,0,0,4,7,1160,0,1957,0,200.7675,4.665999999999997,1620,8598
597.0,4,2.5,2300,11165,2.0,0,0,4,8,2300,0,1979,0,200.5794,4.882000000000005,2170,11165
635.0,4,2.5,2740,43101,2.0,0,0,3,9,2740,0,1993,0,200.7649,4.951000000000008,2740,33447
555.7,2,2.25,1190,1499,2.0,0,0,3,9,1100,90,2004,0,200.6666,4.715000000000003,1430,1332
435.0,3,2.0,1550,6039,1.0,0,0,5,7,830,720,1942,0,200.5436,4.622000000000014,1330,6042
317.0,4,2.25,1930,7452,1.0,0,0,3,7,1430,500,1984,0,200.4098,4.811000000000006,1714,7200
903.0,5,1.5,2680,28014,1.0,0,0,4,8,1450,1230,1963,0,200.6348,4.804000000000002,2900,22180
230.0,2,1.0,800,6050,1.0,0,0,4,6,800,0,1944,0,200.5001,4.757999999999996,880,6050
263.0,3,2.0,1390,7200,1.0,0,0,3,7,1390,0,1996,0,200.43400000000003,4.8460000000000045,1630,7340
313.0,3,1.75,1630,11475,1.0,0,0,4,7,1330,300,1979,0,200.4635,5.253999999999991,1630,11475
569.8,3,2.25,1990,8501,2.0,0,0,3,8,1990,0,1991,0,200.5707,5.003999999999991,2090,6459
270.0,3,2.0,1380,8536,2.0,0,0,4,7,1380,0,1955,0,200.4374,4.665000000000006,1260,8750
955.0,5,4.0,4100,8120,2.0,0,0,3,9,4100,0,2011,0,200.6917,4.980000000000004,4100,7625
532.5,5,2.25,2530,8250,2.0,0,0,4,7,2530,0,1961,0,200.6117,4.8660000000000005,2020,8250
204.95,3,1.75,1550,6225,1.0,0,0,4,7,1550,0,1949,0,200.3098,4.782000000000012,1760,9496
269.5,3,1.5,1580,14040,1.0,0,0,3,7,1050,530,1980,0,200.2932,4.732999999999991,2240,12000
780.0,4,3.25,4100,241322,2.0,0,0,3,9,2500,1600,1981,0,200.7302,4.903999999999996,3770,87821
515.0,3,1.75,1370,6700,1.0,0,0,3,8,1370,0,1940,2012,200.6982,4.637999999999991,1180,6694
325.0,4,1.0,1460,7200,1.5,0,0,4,7,1460,0,1955,0,200.7602,4.694000000000003,1690,7357
317.0,4,2.5,1830,5175,2.0,0,0,3,7,1830,0,2003,0,200.3565,4.983999999999996,1830,5175
304.995,3,2.5,1970,7500,2.0,0,0,3,8,1970,0,1988,0,200.2658,4.782000000000012,1950,8220
310.0,3,1.0,910,8008,1.0,0,0,3,7,910,0,1971,0,200.726,4.780000000000001,1480,7404
400.0,4,1.75,1960,7945,1.0,0,0,4,7,980,980,1946,0,200.7326,4.709000000000003,1290,7945
640.7,4,2.5,3240,13978,1.0,0,0,3,9,1860,1380,1977,0,200.6298,4.942999999999998,3150,12767
737.5,3,2.5,2470,10321,2.0,0,0,3,9,2470,0,1988,0,200.6694,4.858999999999996,2450,8440
495.0,3,2.5,3080,7363,2.0,0,0,3,9,3080,0,2006,0,200.4473,4.795000000000002,2860,5273
255.0,3,1.0,990,8100,1.0,0,0,3,6,990,0,1949,0,200.4839,4.658999999999992,1210,8100
976.0,5,3.5,4390,10140,2.0,0,0,3,9,3350,1040,2005,0,200.7174,4.717999999999988,2010,8400
365.0,4,2.5,2340,13445,2.0,0,0,3,8,2340,0,1990,0,200.374,4.875,2340,11188
675.0,3,3.0,2980,3730,2.0,0,0,3,9,2980,0,2005,0,200.5533,5.0049999999999955,2710,3640
300.0,3,2.0,1760,6092,1.0,0,0,3,7,1760,0,1998,0,200.3838,4.8160000000000025,2590,6255
910.0,4,3.25,3440,7661,2.0,0,0,3,11,3440,0,2006,0,200.5429,5.0049999999999955,3580,6478
754.95,4,2.5,2370,2971,2.0,0,2,3,9,2080,290,2008,0,200.7064,4.7760000000000105,2970,7500
420.0,4,2.25,2240,12650,1.0,0,0,4,8,1730,510,1981,0,200.4777,4.857999999999991,2150,12650
265.0,2,1.0,690,6000,1.0,0,0,3,6,690,0,1949,0,200.5621,4.717000000000013,840,3030
532.5,4,2.25,2270,8480,1.0,0,0,5,8,1310,960,1973,0,200.5448,4.826000000000008,1910,9050
980.0,3,2.5,1660,1344,3.0,0,0,3,8,1660,0,2008,0,200.644,4.6729999999999885,1750,2040
454.95,4,2.5,3100,10000,2.0,0,0,3,9,3100,0,1978,0,200.3741,4.849999999999994,1850,9438
458.246,3,2.5,2010,2287,2.0,0,0,3,8,1390,620,2014,0,200.5517,5.0020000000000095,1690,1662
1105.0,4,3.25,3190,11774,2.0,1,4,3,8,2610,580,1956,1991,200.5033,4.775000000000006,2240,8725
820.0,4,1.75,1820,4500,1.5,0,0,3,8,1820,0,1921,0,200.6429,4.6400000000000015,1870,3600
300.0,3,1.5,1640,7222,2.0,0,0,4,7,1640,0,1908,0,200.5215,4.670000000000002,1240,5100
642.0,4,2.75,2850,7510,2.0,0,0,3,8,2850,0,2008,0,200.7097,4.694999999999993,1510,8833
605.0,4,1.5,1770,6014,1.5,0,0,4,7,1240,530,1946,0,200.5773,4.6070000000000135,1740,6014
1326.62,5,2.75,2410,19447,2.0,0,2,3,10,2290,120,1968,0,200.5549,4.7890000000000015,2980,19447
466.0,2,1.0,1060,7193,1.0,0,0,3,7,1060,0,1926,0,200.7102,4.643999999999991,1980,7560
597.0,3,1.75,1560,7424,1.0,0,0,5,8,1560,0,1940,0,200.6981,4.626000000000005,1370,7424
221.65,3,3.5,1480,1077,2.0,0,0,3,7,1300,180,2007,0,200.5421,4.677999999999997,1140,2003
440.0,4,2.5,2550,5200,2.0,0,0,3,7,2550,0,2009,0,200.4919,4.847000000000008,2550,4660
255.0,3,2.0,1140,11161,1.0,0,0,4,7,1140,0,1998,0,200.209,4.988,1720,8587
880.0,4,2.5,3600,21794,2.0,0,0,4,11,3600,0,1990,0,200.7121,4.927999999999997,3410,19864
1904.0,2,2.75,3690,32044,2.0,1,4,3,12,3690,0,1989,0,200.4485,4.631,2310,26988
405.0,4,2.0,1560,8250,1.0,0,0,3,8,1320,240,1964,0,200.7565,4.642000000000009,1870,8258
320.0,4,2.0,2020,7767,1.0,0,0,3,8,2020,0,1995,0,200.3391,4.6910000000000025,1940,8239
270.0,2,1.0,1000,31505,1.0,0,0,3,6,1000,0,1960,0,200.7659,5.100999999999999,1560,22597
747.5,4,2.75,3100,3773,2.0,0,0,3,8,2000,1100,1919,1996,200.6158,4.709000000000003,2130,3777
1360.0,3,1.5,2680,4775,2.0,0,2,5,8,1880,800,1913,0,200.6333,4.6529999999999925,2280,5947
490.0,3,2.5,1760,3097,2.0,0,0,3,8,1760,0,1992,0,200.5764,5.003999999999991,1760,3285
895.7760000000001,5,2.75,3170,8093,2.0,0,0,3,9,3170,0,2014,0,200.5933,4.939999999999999,3210,7062
400.0,4,3.0,2500,6278,2.0,0,0,3,9,2500,0,2002,0,200.3325,4.832000000000008,2700,7200
223.0,3,1.0,960,9633,1.0,0,0,5,6,960,0,1982,0,200.1951,4.998999999999995,1080,8610
397.5,3,1.75,1540,8925,1.0,0,0,4,7,1540,0,1957,0,200.7762,4.662999999999997,1620,10397
504.0,2,1.75,2040,114562,1.0,0,0,4,7,2040,0,1968,0,200.4985,4.907999999999987,1850,94960
755.0,4,2.5,2850,12429,2.0,0,0,3,9,2850,0,2008,0,200.6915,4.822999999999993,2540,12000
584.0,4,2.75,3220,9825,2.0,0,0,3,8,3220,0,2012,0,200.4863,4.8570000000000135,2820,8566
2105.0,4,1.75,3550,19865,2.0,0,0,3,9,3550,0,1962,2002,200.6236,4.7650000000000015,3000,19862
215.0,3,1.0,1520,8600,1.0,0,0,3,6,1040,480,1951,0,200.5134,4.665000000000006,1320,8600
729.8,3,2.0,2050,3933,1.0,0,0,3,8,1180,870,1926,2001,200.6436,4.697000000000003,1940,4000
440.0,3,2.5,1778,147823,2.0,0,0,3,7,1778,0,1999,0,200.6811,5.084999999999994,2840,43676
384.0,5,2.75,3000,25175,1.0,0,0,4,7,1500,1500,1961,0,200.497,4.912000000000006,2170,40523
655.0,4,2.75,2020,15810,1.0,0,0,4,9,1620,400,1967,0,200.5921,4.844999999999999,2210,10160
425.0,5,3.0,2150,6117,1.0,0,0,3,7,1370,780,2003,0,200.538,4.643999999999991,1990,6064
240.86700000000002,4,2.0,1330,5926,1.0,0,0,4,5,1330,0,1942,0,200.496,4.810000000000001,1150,5485
399.95,2,1.0,1131,1304,3.0,0,0,3,7,1131,0,2011,0,200.6912,4.687000000000012,1131,1992
247.0,4,2.5,1750,11400,2.0,0,0,4,7,1750,0,1975,0,200.3149,4.61399999999999,1890,9024
820.0,4,2.0,1400,4800,2.0,0,0,3,7,1400,0,1986,0,200.6168,4.702000000000012,1620,2595
980.0,4,2.5,2720,11049,2.0,0,0,3,10,2720,0,1989,0,200.5815,4.807999999999994,2750,11049
379.15,3,1.75,1390,9585,1.0,0,0,4,7,1390,0,1973,0,200.752,4.650000000000006,1240,8188
522.5,3,1.5,1430,5200,1.0,0,3,4,7,1250,180,1940,0,200.6988,4.613,2210,6240
405.0,3,1.75,2110,19600,1.0,0,0,4,8,2110,0,1959,0,200.4742,4.802000000000007,880,10077
292.0,3,1.0,1250,26862,1.0,0,0,3,7,1250,0,1965,0,200.426,4.8460000000000045,1530,24463
425.0,3,1.0,1310,3963,1.0,0,0,5,7,1310,0,1986,0,200.6826,4.903999999999996,1010,3363
790.0,4,3.5,3070,4684,2.0,0,0,3,10,2190,880,2009,0,200.5316,4.923999999999992,2290,2664
695.0,5,3.5,2690,4800,2.0,0,2,3,8,1930,760,1919,1984,200.5592,4.731000000000009,2080,4900
741.0,3,2.5,1980,2975,3.0,0,2,3,8,1980,0,1993,0,200.6294,4.656000000000006,1980,3144
344.0,4,2.5,1830,8601,2.0,0,0,3,7,1830,0,2003,0,200.3576,4.983999999999996,1830,5184
605.0,4,2.25,2840,31720,1.0,0,0,3,8,1780,1060,1958,0,200.7505,4.625,2290,29577
1255.0,4,2.5,2920,5500,1.0,0,3,3,10,2030,890,1957,0,200.6406,4.587999999999994,3790,5500
560.0,4,1.75,2350,6200,1.5,0,0,4,7,1410,940,1946,0,200.55900000000003,4.602999999999994,1800,6150
434.95,3,1.75,1830,9758,1.0,0,0,3,8,1300,530,1977,0,200.7107,4.769999999999996,1850,8000
334.5,5,1.75,3290,8000,1.0,0,0,3,7,1790,1500,1968,0,200.3733,4.786000000000001,2380,7000
270.0,3,2.25,1510,6071,1.0,0,0,4,7,1150,360,1985,0,200.3619,4.9229999999999885,1510,7271
312.0,3,1.5,2320,7500,1.0,0,0,3,7,2320,0,1976,0,200.7413,5.021000000000001,1480,10000
555.0,3,2.0,1420,1369,2.5,0,0,3,9,1340,80,2007,0,200.6472,4.6429999999999865,1540,2168
1568.1,5,3.5,3630,8100,2.0,0,0,3,10,3630,0,2008,0,200.5951,4.799999999999997,1730,8246
360.0,4,2.25,2200,3404,2.0,0,0,3,8,2200,0,2005,0,200.3895,4.966000000000008,2200,3449
757.5,4,2.25,2360,8616,2.0,0,0,4,8,2360,0,1974,0,200.6495,4.802000000000007,2360,9337
325.0,2,1.0,1070,32633,1.0,0,0,4,6,1070,0,1930,0,200.4716,4.922000000000012,1360,32156
305.0,3,1.0,930,5160,1.5,0,0,5,6,930,0,1919,0,200.5256,4.6429999999999865,1060,5160
395.0,3,1.0,1240,11108,1.0,0,0,4,7,1240,0,1952,0,200.4465,4.646000000000001,2220,16533
165.0,2,1.0,1040,13100,1.0,0,0,5,6,1040,0,1912,0,200.3877,4.7660000000000045,910,5080
350.0,4,1.0,1550,7620,1.5,0,0,3,7,1550,0,1957,0,200.5287,4.650000000000006,1450,7620
404.95,3,1.0,1470,7930,1.0,0,0,3,7,1070,400,1950,0,200.7013,4.632000000000005,1440,8100
715.0,3,1.75,2430,11448,1.0,0,1,5,7,1620,810,1949,0,200.6971,4.608999999999996,2140,8144
882.5,4,2.0,3060,8000,2.0,0,0,4,8,2040,1020,1922,0,200.5795,4.709999999999994,2730,5800
304.95,3,2.5,1320,3150,2.0,0,0,3,7,1320,0,2005,0,200.5328,4.717999999999988,1390,1725
346.0,4,1.75,1920,7665,1.0,0,0,4,8,1500,420,1975,0,200.4476,4.872000000000014,2100,7344
761.0,4,2.5,2730,10753,2.0,0,0,3,9,2730,0,1991,0,200.5414,4.867000000000004,3090,10740
457.0,3,1.75,1880,16239,1.0,0,0,3,7,880,1000,1922,0,200.7004,4.695999999999998,1260,7528
455.0,2,2.0,1510,4908,1.0,0,0,3,8,1510,0,2006,0,200.7196,4.975999999999999,1440,3921
380.0,1,1.0,1090,5250,1.0,0,0,3,6,980,110,1927,0,200.6999,4.608999999999996,2160,5250
717.0,3,1.0,1250,4620,1.5,0,0,4,7,1150,100,1900,0,200.651,4.658999999999992,1900,4400
580.0,2,1.5,1750,19709,1.5,0,0,4,8,1440,310,1978,0,200.3351,4.956000000000003,1950,21075
470.0,3,1.75,1480,6360,1.0,0,0,3,7,1480,0,1954,0,200.7311,4.647000000000006,1480,6360
185.0,3,1.0,780,3540,1.0,0,0,2,6,780,0,1920,0,200.565,4.709000000000003,1260,3540
575.0,3,2.0,1270,3090,2.0,0,0,5,7,1270,0,1911,0,200.685,4.6410000000000045,1440,3090
314.95,2,2.25,1460,1607,2.0,0,0,3,8,1460,0,2007,0,200.5395,4.631,1460,1826
303.0,3,2.5,1950,3600,2.0,0,0,3,7,1950,0,2010,0,200.3658,4.978999999999999,1870,4184
477.5,3,2.0,1750,15500,1.0,0,0,3,7,1490,260,1982,0,200.5887,4.935000000000001,2450,50094
355.0,4,2.5,2040,22653,2.0,0,0,3,7,2040,0,2011,0,200.4991,4.701000000000008,2020,20502
1075.0,4,3.75,4130,12320,2.0,0,0,3,11,4130,0,2001,0,200.5194,4.8489999999999895,3690,11227
379.95,4,1.75,1660,8160,1.0,0,0,3,8,1660,0,1974,0,200.4483,4.871000000000009,1800,7684
464.95,4,1.75,2430,9747,1.0,0,0,3,8,1780,650,1974,0,200.7687,4.7239999999999895,2340,10296
775.0,3,2.5,2190,2658,2.0,0,3,4,9,2190,0,1979,0,200.6528,4.797000000000012,2315,2538
1505.0,4,4.25,5020,26319,2.0,0,0,3,12,5020,0,1998,0,200.6008,4.989999999999995,4930,26319
248.8,3,1.0,1140,27760,1.0,0,0,4,6,1140,0,1981,0,200.5372,5.0279999999999925,1690,87300
254.95,2,1.0,940,8532,1.0,0,0,4,7,940,0,1959,0,200.4814,4.657000000000012,1050,8100
403.95,4,3.0,3000,10297,2.0,0,0,3,8,3000,0,2003,0,200.3684,4.927000000000007,2520,8366
1255.0,4,3.75,4520,9240,1.5,0,2,3,10,3270,1250,1992,0,200.5897,4.771000000000001,3380,9240
382.5,3,2.5,1350,886,3.0,0,0,3,8,1270,80,2006,0,200.5491,4.613,1350,886
226.9,2,1.0,780,6727,1.0,0,0,3,6,780,0,1939,0,200.4733,4.718999999999994,1860,10124
580.0,4,2.5,2550,56628,2.0,0,0,3,9,2550,0,2001,0,200.4913,4.918999999999997,1870,56628
237.5,3,1.0,1320,8450,1.0,0,0,3,6,880,440,1961,0,200.3278,4.662999999999997,1320,8450
585.0,5,3.25,3030,7410,2.0,0,0,3,8,2150,880,2014,0,200.553,4.646000000000001,2020,7410
